936/2019; 21/11/2019; 26/11/2019; Vereador;»»ADERBAL ANTONIO P. DA SILVA;Aprovada;INDICANDO-LHE:Para; que; a Administração Municipal, através da secretaria responsável, verifique a possibilidade de instalar duas lombadasfísica e 1 braço de iluminação púbica no transformador de nº 12707, na rua de acesso ao aeroporto, entrada a direitapassando o estacionamento Mega (esta rua não tem nome e é uma estrada de chão) no bairro Quedas do Palmital, onde temum núcleo de moradores com um número significativo de crianças e por isso que fazem esta solicitação, as lombadas temobjetivo de diminuir a velocidade dos veículos que circulam pelo local e, assim, diminuir o risco de acidentes eatropelamentos, o que é motivo de preocupação, principalmente dos pedestres que circulam pelo local..Peço apoio aos Nobres Pares, para que aprovem essa proposição.
937/2019; 21/11/2019; 26/11/2019; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;14/01/2020; as; 15:21:33 Página 536/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHEQue encaminhe ao setor competente, para que seja feita troca das lâmpadas queimadas no poste da Rua Pablo, Picassopróximo ao n° 20 D no Bairro Engenho Braun, este é um pedido dos moradores da região, sendo assim, peço votofavorável dos Nobres Vereadores para aprovação da presente indicação.
938/2019; 21/11/2019; 26/11/2019; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; encaminhe; ao setor competente, para que seja feita repintura das faixas de pedestre da Rua Osvaldo Cruz, no BairroSão Cristóvão, este é um pedido dos moradores da região que relatam, que muitas faixas estão apagadas, deixando ospedestres em situação de risco, sendo assim, peço apoio dos Nobres Vereadores para aprovação da presente indicação.
939/2019; 25/11/2019; 26/11/2019; Vereador;»»JOÃO LUIS SIQUEIRA;Aprovada;INDICANDO-LHE:Venho; por; meio desta solicitar que seja implantado meios de acessibilidade para cadeirantes e também para portadores deoutras necessidades especiais no Eco Parque. Pois o lugar é diariamente frequentado pela população, mas por falta deacessibilidade o local é restrito para pessoas portadoras de deficiência e a acessibilidade é um direito, garantido por lei,que tem por objetivo promover acesso amplo e irrestrito com segurança e autonomia de pessoas portadoras de deficiênciaou com mobilidade reduzida, tendo como principal objetivo prover melhor qualidade de vida e saúde a todos.
940/2019; 25/11/2019; 26/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da Secretaria competente, seja feito reparos em asfalto na Rua Borges de Medeiros, no trecho entre as RuasPolônia e Sete de Setembro, no Bairro Presidente Médici. Neste trecho tem alguns buracos que necessitam de consertocom urgência devido ao grande fluxo de veículos que transitam nesta via.
941/2019; 26/11/2019; 29/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:A; União; Municipal dos Estudantes de Chapecó, desempenha em nosso município um papel crucial de controle social,carrega a responsabilidade histórica de ser a primeira entidade estudantil secundarista do Brasil a ser reconstruídapós-ditadura militar, atua em nosso município desde 1984, e representa estudantes das escolas municipais, estaduais eparticulares da cidade. Em 21 de agosto de 2014 essa casa homenageou a entidade lhe conferindo homenagem em sessãosolene pelo fundamental papel em defesa da educação municipal. A UMES tem como principal interesse a luta pelamelhoria da educação, infraestrutura das escolas, reconhecimento dos professores e lutas alinhadas ao contexto nacional,participou e contribuiu para a garantia dos 10% do PIB para a educação. Ocorre que hoje retomou assento no FUNDEB nomunicípio e tem uma emergencial necessidade de ter um local para que os estudantes possam se reunir, e se estruturar. Porisso indico à prefeitura municipal de Chapecó a concessão de uma sala municipal para a União Municipal dos EstudantesSecundaristas.
942/2019; 26/11/2019; 29/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:Para; assegurar; melhorias no atendimento à saúde no Município de Chapecó, solicito que a Prefeitura realize a aquisição deOxímetros infantis para o pronto atendimento da Efapi, vale ressaltar que os oxímetros de adultos não servem para ascrianças. Sendo assim, os servidores necessitam com urgência desses equipamentos, visto que são vários os Munícipes quesão atendidos naquela unidade.
943/2019; 26/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 537/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada a manutenção do poste de iluminação pública localizado na Rua Brusque, em frente a residência de nº949 E, no Bairro Bela vista.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
944/2019; 27/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção nos telhados do Posto de Saúde do Bairro Efapi, bem como nos da Unidade de ProntoAtendimento. Recebi diversos relatos de pessoas que estiveram no local, me informando que estes locais estão quaseinutilizáveis, devido ao grande volume de chuva somado aos problemas estruturais.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
945/2019; 26/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a troca de Lâmpadas dos postes de iluminação pública localizados na Rua Marcilio Joaquim de Moura,estes que, de acordo com moradores locais, estão apresentando mau funcionamento.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
946/2019; 27/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção da Rua Benedito Novo, nas proximidades da residência de nº 1043 E, no Bairro CristoRei, esta que se encontra com diversos buracos, conforme relato de pessoas que trafegam constantemente no local.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
947/2019; 26/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção da Rua Nilo Nidgar Wink, no trecho nas proximidades da Rua Moacir Moro, no BairroEfapi.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
948/2019; 27/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção dos Postes de Iluminação Pública localizados na Rua Israel, próximos à esquina com aRua Marechal Deodoro da Fonseca.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
949/2019; 27/11/2019; 29/11/2019; Vereador;»»JATIR JOSE BALBINOT;Aprovada;INDICANDO-LHE:Para; que; através da Secretaria de Infraestrutura Urbana, seja realizada a pavimentação asfáltica na Rua Othon Gama D'eça,Bairro Passo dos Fortes, a mesma se encontra pavimentada com paralelepípedos, porém, devido às intempéries climáticas,concomitante com caminhões pesados que ali trafegam e abrem muitos buracos na estrada, torna-se difícil até para trafegara pé. Pelas razões expostas a solicitação se faz necessária.Solicito o apoio dos Nobres vereadores para aprovação da presente indicação.
950/2019; 28/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo para sinalização de trânsito e a implantação de placas (PARE) e lombada física na RuaAraras, entrada do Loteamento New Villas, no Bairro Efapi.Neste local vemos acidentes diariamente pela falta de sinalização, e por se tratar de ser uma rua reta e extensa os veículostrafegam em alta velocidade colocando suas próprias vidas em riscos e também dos pedestres que circulam por esta via.
951/2019; 28/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;14/01/2020; as; 15:21:33 Página 538/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que avalie a possibilidade de fazer melhorias no final da Rua Castro Alves, Bairro Parque das Palmeiras, tal providênciase faz necessária porque este espaço de via ainda é estrada de chão, o que causa muitos transtornos para os moradoresdaquela localidade, como poeira, lama e desconforto.
952/2019; 28/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias na Rua Jacutinga Loteamento Vila Páscoa, Bairro Efapi, tal providência sefaz necessária porque este espaço de via ainda é estrada de chão, o que causa muitos transtornos para os moradoresdaquela localidade, como poeira, lama e desconforto.
953/2019; 28/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias no final da Rua Pedro Balerini esquina com a Rua Jacutinga, LoteamentoVila Páscoa, Bairro Efapi, tal providência se faz necessária porque este espaço de via ainda é estrada de chão, o que causamuitos transtornos para os moradores daquela localidade, como poeira, lama e desconforto.
954/2019; 28/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado estudos de viabilidade para implantação de uma lombada física na Rua Pardais no Loteamento Jardimdo Lago. Os moradores reivindicam esta lombada em frente ao CEIM Ciranda da Criança, pois no local já existe uma faixade pedestres, mas os motoristas não respeitam a travessia.
955/2019; 28/11/2019; 05/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias na Rua Vinte e Cinco de Agosto, esquina com a Rua Procópio Ferreira,Bairro Jardim América, tal providência se faz necessária porque este espaço de via ainda é estrada de chão, o que causamuitos transtornos para os moradores daquela localidade, como poeira, lama e desconforto.
956/2019; 28/11/2019; 05/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo para sinalização de trânsito e a implantação de placas de PARE na Rua Pardais, LoteamentoColatto, Bairro Efapi. Pois, neste local, vemos acidentes diariamente pela falta de sinalização.
957/2019; 28/11/2019; 11/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo para sinalização de trânsito e a implantação de placas de PARE e lombada física na RuaAdão Batista, em frente ao Nº314, Bairro Santo Antônio. Pois, neste local, vemos acidentes diariamente pela falta desinalização.
958/2019; 28/11/2019; 29/11/2019; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Enestor Franciosi, BairroLíder, nas proximidades da Planaterra, com recolhimento de galhos, patrolamento e cascalhamento. Segundo moradores,há necessidade de patrolamento haja vista haver buracos e valetas na via, dificultando o tráfego, como também galhossecos de podas para serem recolhidos. Esta rua é de apenas um quarteirão ficando entre as ruas Oscar José Negrão e Ruada Orta, e requer-se por esta Indicação manutenção na mesma.Por isso, apresenta-se a presente Indicação para aprovação e posterior ser remetida ao Executivo para providências.
959/2019; 28/11/2019; 29/11/2019; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;14/01/2020; as; 15:21:33 Página 539/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal, através da Secretaria responsável, faça manutenção na estrada dos Magrim e Quitolina naSerraria Reato, interior do município, com patrolamento e cascalhamento. Esta estrada, segundo moradores, devido aschuvas dos últimos tempos e a falta de manutenção, está bastante danificada com buracos e desníveis e, em dias de chuva,fica bastante difícil circular haja vista faltar cascalho causando atolamentos.Sendo assim, remeto a presente Indicação para aprovação e posteriormente ser remetida ao Executivo para providências.
960/2019; 28/11/2019; 02/12/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; feito um estudo, junto ao setor competente, para o alargamento da Av. São Pedro – entre as ruas John Kennedy eCondá.. A presente indicação visa atender as reivindicações dos moradores da referia via, haja vista que a rua, nalocalidade citada, é muito estreita, o que dificulta o trânsito de veículos no local.
961/2019; 28/11/2019; 02/12/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; seja colocada uma lixeira na Linha Tope da Serra, próximo ao Peixe Frito.JUSTIFICATIVA:Esta comunidade fica à esquerda de quem desce a serra, e existe nas proximidades umas 10 casas e uma igreja. Acolocação da mesma,evitará que o lixo se espalhe pelo chão, ou seja remexido pelos cachorros e gatos, até a hora do caminhão passar pararecolher .
962/2019; 28/11/2019; 29/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, encaminhe equipe de limpeza até o Centro de saúde dobairro Jardim América, para realizar roçada e corte de grama naquele local. Em que pese o esforço para manter limpo esseslocais públicos, a chuva e o sol forte são fatores que contribuem para que o mato e a grama cresçam de forma acelerada.Esse é o pedido dos moradores que usam aquele local, e na oportunidade, também solicito a disponibilização de mudas deflores.Sendo assim, peço apoio aos nobres para a aprovação desta proposição.
963/2019; 28/11/2019; 29/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, disponha de um contêiner de lixo Orgânico eReciclável para a Rua Israel, mais precisamente no trecho entre a Rua Tupinambás e Rua Voluntários da Pátria, localizadano Bairro Esplanada. Esse é o pedido dos moradores da região que precisam diariamente percorrer uma distânciaconsiderável para jogar o lixo no devido lugar e muitas vezes deixam os mesmos jogados nas calçadas, atraindo insetos ecausando mal cheiro.Sendo assim, peço apoio aos nobres para a aprovação desta proposição.
964/2019; 29/11/2019; 02/12/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; através da Secretaria de Desenvolvimento Rural e Meio Ambiente, seja colocado cascalho no pátio do CeimNova Vida, no Distrito de Mal. Bormann, bem como seja retirado parte da terra que caiu do barranco, quando do preparodo terreno para a construção do referido Ceim. Também que seja analisada a possibilidade da retirada de umas taquarasexistentes bem próximo da escola, local onde já foi encontrado cobras, colocando em perigo a vida das crianças.
